brandLabel,productLabel,industryLabel,countryLabel
Agustawestland,Helicopter,Aircraft Industry,Italy
Ahava,Skin Care,Cosmetics Industry,Israel
Ahlstrom-Munksjö,Fiber,Industrial Manufacturing,Finland
Ahnlab Inc,Utm,Security Industry,South Korea
Ahold,Supermarket,Retail,Netherlands
Aia Group,Life Insurance,Financial Services,Hong Kong
Aida Cruises,Cruise,Tourism Industry,Germany
Aidon,Smart Grid,Electricity,Finland
Aidon,Smart Meter,Electricity,Finland
Aidu-Ya,Radio-Yaki,Food Service,Japan
Aidu-Ya,Takoyaki,Food Service,Japan
Aig Financial Products,Derivative (Finance),Financial Services,United States
Aigua De Sant Aniol Slu,Sant Aniol,Food Manufacturer,Spain
"Aigües Minerals De Vilajuïga, Sa",Aigua De Vilajuïga,Food Industry,Spain
Aiiaco,Enterprise Software,Artificial Intelligence,Canada
Aim Immunotech,Interferon Alpha-N3,Biopharmaceutical,United States
Aim Immunotech,Oragen,Biopharmaceutical,United States
Aim Immunotech,Rintatolimod,Biopharmaceutical,United States
Aim Media Texas,Newspaper,Mass Media,United States
"Aim Plastic Co., Limited",Molding,Plastics Industry,People'S Republic Of China
Aimco,Apartment,Real Estate Investment Trust,United States
Ainol,Android,Electronics,People'S Republic Of China
Ainora,Voice Assistant,Artificial Intelligence,Lithuania
Air Bp,Aviation Fuel,Petroleum Industry,United Kingdom
Air Bp,Lubricant,Petroleum Industry,United Kingdom
Air Command International,Autogyro,Aerospace,United States
Air Sylphe,Powered Parachute,Aerospace,France
Air-Ink,Pen,Materials Science,United States
Air-Ink,Spray Paint,Materials Science,United States
Air-Sport,Paragliding,Aerospace,Poland
Airam,Battery,Electrical Industry,Finland
Airam,Cooler,Electrical Industry,Finland
Airam,Flashlight,Electrical Industry,Finland
Airam,Incandescent Light Bulb,Electrical Industry,Finland
Airam,Lamp,Electrical Industry,Finland
Airam,Led Lamp,Electrical Industry,Finland
Airam,Vacuum Flask,Electrical Industry,Finland
Airborne Maintenance & Engineering Services,Aircraft,Aerospace Industry,United States
Airbus Helicopters,Helicopter,Aircraft And Space Construction,France
"Airbus Helicopters, Inc.",Helicopter,Aerospace Industry,United States
Airbus Military,Military Aircraft,Aviation,Spain
Airbus Se,Airplane,Spaceflight,France
Aircel,Mobile Telephony,Telecommunications,India
Aircel Comics,The Men In Black,Comics Industry,Canada
Aircell,In-Flight Entertainment,Aviation,United States
Aircom International,Operations Support System,Telecommunications Industry,United Kingdom
Aircraft Designs,Autogyro,Aerospace Industry,United States
Aircraft Sales And Parts,Homebuilt Aircraft,Aerospace Industry,United States
Aircraft Technologies,Homebuilt Aircraft,Aerospace Industry,United States
Airdale Sportplane And Supply,Aircraft Part,Aerospace,United States
Airdale Sportplane And Supply,Homebuilt Aircraft,Aerospace,United States
Airfer,Powered Paragliding,Aerospace,Spain
Airlaunch,Orbital Spaceflight,Aerospace Industry,United States
Airlony,Homebuilt Aircraft,Aerospace Industry,Czech Republic
Airo Aviation,Ultralight Aviation,Aerospace,United Arab Emirates
Airplus International,Corporate Travel Management,Payment System,Germany
Airplus International,Procurement,Payment System,Germany
Airscooter Corporation,Aircraft Engine,Aerospace,United States
Airscooter Corporation,Ultralight Aviation,Aerospace,United States
Airsport,Homebuilt Aircraft,Aerospace Industry,Czech Republic
Airsport,Motor Glider,Aerospace,Czech Republic
Airsport,Ultralight Aviation,Aerospace,Czech Republic
Airstream,Motorhome,Leisure Industry,United States
Airstream,Travel Trailer,Leisure Industry,United States
Airtel Bangladesh,Internet Service Provider,Telecommunications,Bangladesh
Airtel Bangladesh,Mobile Telephony,Mobile Phone Industry,Bangladesh
Airtel India,Landline Telephone,Telecommunications,India
Airtel Sri Lanka,Mobile Telephony,Telecommunications,Sri Lanka
Airtel Tanzania,Mobile Telephony,Mobile Phone Industry,Tanzania
Airtel Uganda,Mobile Telephony,Telecommunications,Uganda
Airtel-Vodafone,Mobile Telephony,Mobile Phone Industry,Channel Islands
Airtime Products,Powered Hang Glider,Aerospace,Australia
Airtime Products,Powered Paragliding,Aerospace,Australia
Airtouch,Mobile Phone,Mobile Phone,United States
Airwave Gliders,Hang Glider,Aerospace,Austria
Airwave Gliders,Paragliding,Aerospace,Austria
Airwolf 3D,3D Printing,3D Printing,United States
Aixtron Se,Metalorganic Vapour Phase Epitaxy,Semiconductor Industry,Germany
Ajax,Car,Automotive Industry,United States
Ajinomoto,Seasoning,Food Industry,Japan
Ajisen Ramen,Ramen,Food Service,Japan
Ak Steel Holding,Carbon Steel,Iron And Steel Industry,United States
Akadema,Baseball Glove,Sports Equipment,United States
Akagi Nyugyo,Gari-Gari Kun,Food Industry,Japan
Akai,Home Appliance,Electronics,Japan
Akari Lighting & Technology,Lighting Control System,Electric Light,Philippines
Akashiya,Karukan,Industrial Manufacturing,Japan
Akbank,Financial Services,Bank,Turkey
Aker Bp,Petroleum,Petroleum Industry,Norway
Akershus Energi,Hydroelectricity,Electric Power Industry,Norway
Akindo Sushiro,Broiled Fresh Salmon,Retail,Japan
Akindo Sushiro,Conveyor Belt Sushi,Restaurant Chain,Japan
Akindo Sushiro,Japanese Egg Omelet,Food Service,Japan
Akindo Sushiro,Salmon Roe,Food Service,Japan
Akindo Sushiro,Triple Salmon,Restaurant Chain,Japan
Akindo Sushiro,Triple Shrimp,Retail,Japan
Akindo Sushiro,Triple Tuna,Food Service,Japan
Akita Bank,Retail Banking,Bank,Japan
Akita Shoten,Manga,Publisher,Japan
"Akmenės Cementas, Ab",Cement,Industrial Manufacturing,Lithuania
Akris,Luxury Good,Clothing Industry,Switzerland
Akrotech Aviation,Homebuilt Aircraft,Aerospace Industry,United States
Aks Inc,Aircraft Propeller,Aerospace Industry,United States
Aksys Games,Video Game Console,Video Game Industry,United States
Aktia Bank,Asset Management,Financial Services,Finland
Aktiva,Steel,Industrial Manufacturing,North Macedonia
Akulaku,Credit,Financial Technology,Indonesia
Akulaku,Digital Banking,Financial Technology,Indonesia
Akulaku,Insurance Broker,Financial Technology,Indonesia
Akulaku,Wealth Management,Financial Technology,Indonesia
Akzonobel,Paint,Chemical Industry,Netherlands
Al Baraka Banking Group,Sharia-Compliant Banking,Financial Services,Bahrain
Al Bilad Bank,Financial Services,Financial Services,Saudi Arabia
Al Jazeera Documentary Channel,News Broadcasting,Mass Media,Qatar
Al Jazeera Documentary Channel,News Program,Mass Media,Qatar
Al Jazeera Documentary Channel,Web Portal,Mass Media,Qatar
Al Jazeera Media Network,Cable Television,Media Industry,Qatar
Al Jazeera Media Network,News Broadcasting,Mass Media,Qatar
Al Jazeera Media Network,News Program,Mass Media,Qatar
Al Jazeera Media Network,Web Portal,Mass Media,Qatar
Al Jazeera Türk,News Broadcasting,Mass Media,Qatar
Al Jazeera Türk,News Program,Mass Media,Qatar
Al Jazeera Türk,Web Portal,Mass Media,Qatar
Al Jazeera Urdu,News Broadcasting,Mass Media,Qatar
Al Jazeera Urdu,News Program,Mass Media,Qatar
Al Jazeera Urdu,Web Portal,Mass Media,Qatar
Al Mar Knives,Knife,Industrial Manufacturing,United States
Al-Amanah Islamic Bank,Financial Services,Bank,Philippines
Al-Ko,Air Conditioner,Industrial Manufacturing,Germany
Al-Ko,Garden Tool,Industrial Manufacturing,Germany
Al-Ko,Power Tool,Industrial Manufacturing,Germany
Al-Qard Al-Hasan Association,Microfinance,Financial Services,Lebanon
Al-Qard Al-Hasan Association,Money Laundering,Financial Services,Lebanon
Al-Qard Al-Hasan Association,Pawnbroker,Financial Services,Lebanon
Ala Assicurazioni,Insurance,Insurance Industry,Italy
Alabama Metal Art,Metal Artwork,Metal Artwork,United States
Alabama Metal Art,Signage,Metalworking,United States
Alabama National Bancorporation,Financial Services,Financial Services,United States
Alabama Power,Electric Power,Electric Power Industry,United States
Alan,Bicycle,Bicycle Industry,Italy
Aland,Car,Automotive Industry,United States
Alawwal Bank,Wholesale Banking,Finance,Saudi Arabia
Albaik,Shawarmer,Fast Food,Saudi Arabia
Albani Brewery,Beer,Brewery,Denmark
Albany,Car,Automotive Industry,United States
Albastar Ltd,Aircraft,Aerospace Industry,Slovenia
Albastar Ltd,Glider (Sailplane),Aerospace,Slovenia
Albatron Technology,Computer Hardware,Computer Hardware Industry,Taiwan
Albert Heijn,Supermarket,Retail,Netherlands
Alberta Cooperative Grocery,Organic Food,Grocery Store,United States
Alberta Wheat Pool,Grain Trade,Agriculture,Canada
Albin Marine,Marine Engine,Boat Building,Sweden
Albin Marine,Sailboat,Boat Building,Sweden
Albtelecom,Landline Telephone,Telecommunications,Albania
Albtelecom Mobile,Prepaid Mobile Phone,Mobile Phone Industry,Albania
Alcasa,Aluminium,Aluminium Industry,Venezuela
Alchemist Group,Health Care,Conglomerate (Company),New Delhi
Alchemist Group,Infrastructure,Conglomerate (Company),New Delhi
Alchevsk Metallurgical Complex,Cast Iron,Ferrous Metallurgy,Ukraine
Alchevsk Metallurgical Complex,Steel,Ferrous Metallurgy,Ukraine
Alco Hydro-Aeroplane Company,Aircraft,Aerospace Industry,United States
Alcon,Surgical Instrument,Pharmaceutical Industry,Switzerland
Alcázar Construcciones,Single Family House,Construction Industry,Spain
Alden Global Capital,Hedge Fund,Investment Management,United States
Alder + Eisenhut,Sports Equipment,Sporting Goods Industry,Switzerland
Aldermaston Brewery,Beer,Brewing Industry,United Kingdom
Alderon Iron Ore Corp.,Iron Ore,Mining,Canada
Aldo,Shoe,Retail,Canada
Aldus,Software,Software Industry,United States
Alembic Pharmaceuticals Ltd,Medication,Pharmaceutical Industry,India
Alenia Aermacchi,Aircraft,Automotive Industry,Italy
Aleris,Aluminium,Industrial Manufacturing,United States
Aletra,Car,Automotive Industry,Indonesia
Alex. Brown & Sons,Financial Services,Investment,United States
Alexa Internet,Alexa Toolbar,Internet,United States
Alexander Forbes Group Holdings,Insurance,Insurance,South Africa
Alexander Mcqueen,Designer Clothing,Fashion,United Kingdom
Alexander Payne Co. Ltd,Book,Publishing,Nigeria
Alexander Schleicher Gmbh & Co,Sailplane,Aerospace Industry,Germany
Alexandria Shipyard,Barge,Arms Industry,Egypt
Alexandria Shipyard,Flotilla,Arms Industry,Egypt
Alexandria Shipyard,Merchant Ship,Arms Industry,Egypt
Alexandria Shipyard,Offshore Geotechnical Engineering,Arms Industry,Egypt
Alexandria Shipyard,Tugboat,Arms Industry,Egypt
Alexandria Shipyard,Warship,Arms Industry,Egypt
Alexandrovsky Radio Plant,Radio Receiver,Consumer Electronics Industry,Russia
Alexandrovsky Radio Plant,Television Set,Consumer Electronics Industry,Russia
Alexion Pharmaceuticals,Kanuma,Pharmaceutical Industry,United States
Alexion Pharmaceuticals,Ravulizumab,Pharmaceutical Industry,United States
Alexion Pharmaceuticals,Soliris,Pharmaceutical Industry,United States
Alexion Pharmaceuticals,Strensiq,Pharmaceutical Industry,United States
Alfa Busz,Alfa Cívis 12,Automotive Industry,Hungary
Alfa Busz,Alfa Cívis 18,Automotive Industry,Hungary
Alfa Busz,Alfa Localo,Automotive Industry,Hungary
Alfa Busz,Alfa Regio,Automotive Industry,Hungary
Alfa Busz,Q1460948,Automotive Industry,Hungary
Alfa Busz,Q66384791,Automotive Industry,Hungary
Alfa Romeo,Car,Automotive Industry,Italy
Alfa Romeo,Luxury Vehicle,Automotive Industry,Italy
Alfa Romeo Avio,Aircraft Engine,Aerospace Industry,Italy
Alfa Sko,Footwear,Footwear Industry,Norway
Alfa Sko,Shoe,Footwear Industry,Norway
Alfred H. Schütte Gmbh & Co. Kg,Machine Tool,Manufacture Of Machinery And Equipment,Germany
Alfred Kobitsch,Playing Card,Game Industry,Prussia
Algarve Exportador,Canned Fish,Food Processing,Portugal
Algarve Exportador,Chocolate,Steelmaking,Portugal
Algarve Exportador,Cookie,Food Processing,Portugal
Algarve Exportador,Olive Oil,Food Processing,Portugal
Algarve Exportador,Soap,Food Processing,Portugal
Algarve Exportador,Tin,Food Processing,Portugal
Algarve Exportador,Vegetable Oil,Food Processing,Portugal
Algeria Press Service,News,News Agency,Algeria
Alia Concrete,Concrete,Construction,Panama
Alibris,Used Book,Retail,United States
Alice Adsl,Instant Messaging,Telecommunications,Italy
Alice Adsl,Iptv,Telecommunications,Italy
Alice Adsl,Service On Internet,Telecommunications,Italy
Alice Japan,Pornographic Film,Pornography Industry,Japan
Alice Pizza,Pizza By The Slice,Fast Food,Italy
Alienware,Computer Hardware,Computer Hardware Industry,United States
Alienware,Desktop Computer,Computer Hardware Industry,United States
Alienware,Laptop,Computer Hardware Industry,United States
Alienware,Peripheral,Computer Hardware Industry,United States
Align Aerospace,Fastener,Aerospace Industry,United States
Alim Industries Limited,Agricultural Machinery,Agriculture,Bangladesh
Alimera Sciences,Medication,Pharmaceutical Industry,United States
Alinta Energy,Natural Gas,Trade Of Electricity,Australia
Alipay,Bank,Financial Services,China
Alipay,E-Commerce Payment System,Financial Services,China
Alipay,Mobile Payment,Financial Services,China
Alisport,Homebuilt Aircraft,Aerospace,Italy
Alix Of Miami,Cocktail Dress,Clothing Industry,United States
Alix Of Miami,Dinner Dress,Clothing Industry,United States
Alix Of Miami,Swimsuit,Clothing Industry,United States
Alix Of Miami,Womenswear,Clothing Industry,United States
Alk-Abelló,Vaccine,Pharmaceutical Industry,Denmark
Alkem Laboratories,Medication,Pharmaceutical Industry,India
Alken-Maes,Beer,Brewing Industry,Belgium
Alkett,Firearm,Industrial Manufacturing,Germany
All American Pharmaceutical (United States),Creatine,Contract Manufacturer,United States
All American Pharmaceutical (United States),Dietary Supplements,Contract Manufacturer,United States
All Elite Wrestling,Home Video,Streaming Media,United States
All Elite Wrestling,House Show,Professional Wrestling,United States
All Elite Wrestling,Merchandising,Professional Wrestling,United States
All Elite Wrestling,Music,Streaming Media,United States
All Elite Wrestling,Pay-Per-View,Streaming Media,United States
All Elite Wrestling,Publishing,Streaming Media,United States
All Elite Wrestling,Television,Streaming Media,United States
All Elite Wrestling,Video On Demand,Streaming Media,United States
All Joy,Bread,Restaurant,Malaysia
All Joy,Bun,Restaurant,Malaysia
All Joy,Cake,Restaurant,Malaysia
All Joy,Noodle,Restaurant,Malaysia
All Metal Products Company,Scale Model,Game Industry,United States
All Metal Products Company,Toy,Game Industry,United States
All That Is Heavy,Compact Disc,Music Industry,United States
All-Steel,Car,Automotive Industry,United States
All-Steel Equipment Company,Office Furniture,Industrial Manufacturing,United States
Allaire Iron Works,Marine Steam Engine,Engineering,United States
Allan Of Rotterdam,Furniture,Furniture Industry,Netherlands
Allan Of Rotterdam,Locomotive,Furniture Industry,Netherlands
Allan Of Rotterdam,Passenger Railroad Car,Rail Transport,Netherlands
Alleanza Assicurazioni,Insurance,Insurance Industry,Italy
Alleghany Corporation,Title Insurance,Insurance,United States
Allen & Company,Investment Bank,Bank,United States
Allen & Ginter,Cigarette,Tobacco Industry,United States
Allen & Ginter,Trading Card,Tobacco Industry,United States
Allen Family Foods,Chicken,Industrial Manufacturing,United States
Allen Press,Limited Edition,Publishing,United States
Allen Tire Company,Tire,Retail,United States
Allente,Broadband,Subscription Television,Nordic Countries
Allente,Iptv,Subscription Television,Nordic Countries
Allente,Satellite Television,Subscription Television,Nordic Countries
Aller Media,Billed-Bladet,Mass Media,Denmark
Aller Media,Dagbladet,Publishing House,Norway
Aller Media,Familie Journal,Mass Media,Denmark
Aller Media,Kk,Newspaper Publisher,Norway
Aller Media,Q11986726,Newspaper Publisher,Norway
Aller Media,Q12320990,Mass Media,Denmark
Aller Media,Q28835799,Mass Media,Denmark
Aller Media,Q28835819,Mass Media,Denmark
Aller Media,Q28913373,Mass Media,Denmark
Aller Media,Q28913387,Mass Media,Denmark
Aller Media,Q28913424,Mass Media,Denmark
Aller Media,Se Og Hør,Publishing House,Norway
Aller Media,Ude Og Hjemme,Mass Media,Denmark
Aller Media,Ugebladet Søndag,Mass Media,Denmark
Aller Media,Vi Over 60,Newspaper Publisher,Norway
Aller Media,Vi Unge,Mass Media,Denmark
Allgäuer Alpenmilch,Bear Brand,Manufacture Of Dairy Products,Germany
Alliance & Leicester,Bank,Financial Services,United Kingdom
Alliance Boots,Boots,Pharmaceutical Industry,Switzerland
